laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Memory_benchmark,Gpu,GPU_benchmark,OpSys,Weight,Price_euros,cpu_match,benchmark,single_thread,match_score
19,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.2kg,739,Intel Core i5-7200U @ 2.50GHz,3414,1782,95
43,Asus,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,2.8kg,529,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
206,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.29kg,459,Intel Core i3-6100U @ 2.30GHz,2639,1345,95
294,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.2kg,1399,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2.18kg,443.9,Intel Core i3-6006U @ 2.00GHz,2275,1168,95
467,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2.25kg,359,Intel Core i3-6006U @ 2.00GHz,2275,1168,95
894,Lenovo,IdeaPad 510-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 7,1.65kg,1465,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1065,HP,Noteb Pav,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 7,1.88kg,932,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1149,Acer,Aspire E5-576G,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.4kg,450,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
1192,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1213,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1226,Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,1.86kg,364.9,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
1234,Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.56kg,1229,Intel Core i5-6300U @ 2.40GHz,3261,1694,95
822,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.2kg,535,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
77,Asus,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,498,Intel Core i3-6100U @ 2.30GHz,2639,1345,91
215,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Linux,2.1kg,412,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
296,Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.36kg,1877,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
363,Dell,Inspiron 7577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,1.90kg,450,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
385,Acer,Aspire 7,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.8kg,1191,Intel Core i5-6300HQ @ 2.30GHz,4689,1793,95
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.17kg,1686.64,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
550,Acer,Aspire 7,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.4kg,410.8,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
643,Asus,VivoBook Pro,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2kg,665,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
659,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.86kg,539,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
708,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.84kg,1900,Intel Core i5-6300U @ 2.40GHz,3261,1694,95
782,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.7kg,1096,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
796,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.65kg,849,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
874,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.6kg,655,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1180,HP,Pavilion 15-cb003nv,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.75kg,1020,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1187,MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.26kg,1244,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1208,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,780,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
71,Asus,FX753VE-GC093 (i7-7700HQ/12GB/1TB/GeForce,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.76kg,755,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
651,Asus,ROG GL553VE-FY022,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,489.9,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
908,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.76kg,585,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
1171,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.1kg,2099,Intel Core i7-6600U @ 2.60GHz,3504,1848,95
300,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.7kg,1186,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
463,Dell,Alienware 17,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.7GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 7,1.54kg,1870,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
475,HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.54kg,1468,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
545,HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.62kg,649,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1222,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,No OS,2.2kg,469,Intel Core i3-6006U @ 2.00GHz,2275,1168,95
307,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.07kg,910,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
221,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1095,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.95kg,729.9,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.31kg,1165,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
618,Dell,Inspiron 7559,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.95kg,1149,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1202,HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.26kg,1579,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1283,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.47kg,1105,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1297,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.26kg,1669,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1311,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.18kg,558.6,Intel Core i3-6006U @ 2.00GHz,2275,1168,95
1075,Asus,Rog G752VL-GC088D,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,2.2kg,1119,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
80,Acer,Aspire A515-51G-32MX,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 7,1.2kg,1460,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
143,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.7kg,1488.99,Intel Core i7-6600U @ 2.60GHz,3504,1848,95
282,Acer,Aspire A515-51G,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.3kg,1268,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
399,Acer,Aspire 5,Notebook,15.6,IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,12GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1535,Intel Core i5-6300U @ 2.40GHz,3261,1694,95
93,Acer,Aspire 5,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.5kg,1962.98,Intel Core i7-6600U @ 2.60GHz,3504,1848,95
262,HP,Envy 17-U275cl,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 10,1.95kg,1180,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
514,Acer,Aspire A515-51G-59QF,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 7,1.70kg,1002,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
880,Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,39.99,Intel HD Graphics 520,3.5,Windows 7,1.2kg,1195,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD +  1TB HDD,79.98,Intel HD Graphics 520,3.5,Windows 10,2.3kg,649,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.75kg,915,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
406,Lenovo,Thinkpad X1,Ultrabook,14,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,2.3kg,1349,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
504,HP,EliteBook 840,Notebook,14,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1195,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1068,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.48kg,1099.99,Intel Core i5-6300U @ 2.40GHz,3261,1694,95
947,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 7,1.43kg,1449,Intel Core i7-6600U @ 2.60GHz,3504,1848,95
316,Dell,XPS 13,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.54kg,1887.21,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
321,HP,Spectre x360,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.5kg,1210,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
335,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.47kg,1490,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
647,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.43kg,2229,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
1249,Razer,Blade Pro,Gaming,14,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,2.08kg,795.99,Intel Core i3-6100U @ 2.30GHz,2639,1345,95
200,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.2kg,1590,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1081,Asus,ROG G701VO,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,2.09kg,1046.44,Intel Core i5-6300U @ 2.40GHz,3261,1694,95
617,Lenovo,Thinkpad P51,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 7,1.95kg,1195,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
752,Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16GB,1TB SSD,109.99,Intel HD Graphics 520,3.5,Windows 10,1.84kg,1228.99,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
731,Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,149.98,Intel HD Graphics 520,3.5,Windows 10,1.26kg,1349,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
789,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,1TB SSD +  1TB HDD,149.98,Intel HD Graphics 520,3.5,Windows 10,1.47kg,1725,Intel Core i7-6600U @ 2.60GHz,3504,1848,95
924,HP,Elitebook Folio,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,240GB SSD,21.99,Intel HD Graphics 520,3.5,Windows 7,2.09kg,1062.95,Intel Core i5-6300U @ 2.40GHz,3261,1694,95
1084,Apple,MacBook 12,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,21.99,Intel HD Graphics 520,3.5,Windows 10,1.8kg,847,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
1211,Apple,MacBook 12,Ultrabook,12,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,21.99,Intel HD Graphics 520,3.5,Windows 10,2.3kg,1049.6,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
8,Apple,Macbook Air,Ultrabook,13.3,1440x900,Intel Core i5 1.8GHz,8GB,256GB Flash Storage,21.99,Intel HD Graphics 520,3.5,Windows 10,1.54kg,1000,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
35,Apple,MacBook Air,Ultrabook,13.3,1440x900,Intel Core i5 1.6GHz,8GB,256GB Flash Storage,21.99,Intel HD Graphics 520,3.5,Windows 10,1.84kg,2103.34,Intel Core i5-6300U @ 2.40GHz,3261,1694,95
1252,Apple,MacBook Air,Ultrabook,11.6,1366x768,Intel Core i5 1.6GHz,4GB,256GB Flash Storage,21.99,Intel HD Graphics 520,3.5,Windows 7,1.43kg,1469,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
833,Lenovo,ThinkPad X1,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB Flash Storage,21.99,Intel HD Graphics 520,3.5,Windows 7,1.1kg,2620,Intel Core i7-6600U @ 2.60GHz,3504,1848,95
915,Lenovo,ThinkPad X1,Ultrabook,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB Flash Storage,21.99,Intel HD Graphics 520,3.5,Windows 10,2.31kg,705.15,Intel Core i3-6100U @ 2.30GHz,2639,1345,95
7,Apple,MacBook Pro,Ultrabook,15.4,IPS Panel Retina Display 2880x1800,Intel Core i7 2.2GHz,16GB,256GB Flash Storage,21.99,Intel HD Graphics 520,3.5,Windows 10,1.62kg,798.01,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
1101,HP,ZBook 15u,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,2.06kg,481.98,Intel Core i3-6100U @ 2.30GHz,2639,1345,95
56,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,2.31kg,1199,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
158,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.26kg,1199,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
166,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,1.3kg,1713.49,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
225,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,540,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
277,Dell,Inspiron 3576,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,2.31kg,940,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
402,HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.54kg,1030.99,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
508,HP,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.7kg,1199,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
1173,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A6-Series A6-9220 2.5GHz,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,No OS,1.86kg,345.99,Intel Core i3-6006U @ 2.00GHz,2275,1168,91
28,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,2.4kg,1599,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
73,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.5kg,1135.15,Intel Core i3-6100U @ 2.30GHz,2639,1345,95
74,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.5kg,1166.97,Intel Core i3-6100U @ 2.30GHz,2639,1345,95
103,HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.5kg,1413.1,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
220,Dell,Inspiron 5370,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,867,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
448,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,2.1kg,429,Intel Core i3-6006U @ 2.00GHz,2275,1168,95
543,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,1.16kg,1969,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
579,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,1.25kg,1029,Intel Core i7-6500U @ 2.50GHz,3276,1708,95
664,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 10,1.16kg,1690,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
709,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4GB,256GB SSD,22.99,Intel HD Graphics 520,3.5,Windows 7,1.43kg,1513,Intel Core i5-6200U @ 2.30GHz,3027,1588,95
